                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.51587,                0.61716,                0.45991,                 0.8485,                0.88495,                 0.9272,                0.95443,                0.75276,                0.95309,                0.84441,                 0.9251,                 0.7318,                0.74798,                 1.2945,                0.53362,                0.98871,             0.00081006,             0.00081006,             0.00081006
                     37,                0.48518,                  0.599,                0.45266,                0.84984,                0.89319,                0.91044,                0.95475,                0.74648,                0.88602,                0.90286,                0.93365,                0.74067,                0.77387,                  1.311,                  0.548,                 1.0003,             0.00079238,             0.00079238,             0.00079238
                     38,                 0.4982,                 0.6003,                0.44434,                0.84758,                 0.9657,                0.82893,                0.93314,                0.72961,                 0.9657,                0.82893,                0.92957,                0.71152,                0.75611,                 1.3465,                0.53439,                 1.0069,              0.0007747,              0.0007747,              0.0007747
                     39,                0.51323,                0.62379,                 0.4459,                0.84304,                0.83448,                0.86054,                0.91519,                0.70762,                0.92546,                0.78516,                0.91386,                0.68291,                0.79452,                    1.4,                0.58713,                 1.0396,             0.00075701,             0.00075701,             0.00075701
                     40,                0.48177,                0.57072,                0.42706,                0.84614,                0.79102,                0.90077,                0.91726,                0.70911,                0.88421,                0.78044,                0.89523,                0.68937,                0.80633,                 1.3708,                0.60555,                 1.0399,             0.00073933,             0.00073933,             0.00073933
                     41,                0.47714,                0.58501,                0.41921,                0.84716,                0.80088,                0.90345,                0.92475,                0.71436,                 0.8595,                 0.8215,                0.89983,                0.69109,                0.79577,                 1.3814,                0.59619,                 1.0368,             0.00072164,             0.00072164,             0.00072164
                     42,                0.46675,                0.57497,                0.41943,                0.84018,                0.89028,                0.81579,                0.91423,                0.70711,                0.89365,                 0.8191,                 0.8956,                0.69009,                0.80743,                 1.3606,                0.62272,                 1.0435,             0.00070396,             0.00070396,             0.00070396
                     43,                0.46855,                0.57611,                0.42057,                0.85209,                0.88261,                0.86913,                0.91833,                0.70083,                0.87354,                0.86374,                0.89108,                0.69002,                0.80808,                 1.4316,                0.59167,                  1.061,             0.00068628,             0.00068628,             0.00068628
                     44,                0.44843,                0.54366,                0.40058,                  0.837,                0.88629,                 0.8865,                0.91811,                0.69587,                0.87822,                0.87892,                0.90104,                0.68041,                0.80874,                 1.4765,                0.58634,                 1.0555,             0.00066859,             0.00066859,             0.00066859
                     45,                0.48193,                0.62127,                 0.4275,                0.83711,                0.90354,                0.88421,                0.93589,                0.71556,                0.90842,                0.87618,                0.92287,                0.69561,                0.80476,                 1.5601,                0.54566,                 1.0384,             0.00065091,             0.00065091,             0.00065091
                     46,                0.48969,                0.59292,                0.43013,                0.84818,                 0.9528,                0.86377,                0.92884,                0.71134,                0.94678,                0.85619,                0.91035,                0.69069,                0.79238,                 1.6612,                0.51108,                 1.0407,             0.00063323,             0.00063323,             0.00063323
                     47,                 0.4561,                0.56807,                 0.4078,                0.84404,                0.91327,                  0.867,                0.90991,                0.70026,                  0.897,                0.85225,                 0.8814,                0.68154,                0.78878,                 1.6358,                0.53097,                 1.0457,             0.00061554,             0.00061554,             0.00061554
                     48,                0.45868,                0.57878,                0.38971,                0.84619,                0.89865,                0.87566,                0.90037,                0.70309,                0.88658,                0.84609,                0.86732,                0.67307,                0.82764,                 1.7369,                0.57285,                 1.0663,             0.00059786,             0.00059786,             0.00059786
                     49,                0.47396,                0.57305,                0.40251,                0.85093,                0.92185,                0.87135,                0.91034,                0.71012,                0.91784,                0.86629,                0.88086,                0.67794,                0.78244,                 1.6873,                0.55648,                 1.0297,             0.00058017,             0.00058017,             0.00058017
                     50,                0.47549,                 0.5847,                0.38861,                0.85325,                 0.9136,                0.87979,                0.93666,                0.71395,                0.90886,                0.85233,                0.91198,                0.69157,                0.74889,                  1.444,                0.54363,                 1.0002,             0.00056249,             0.00056249,             0.00056249
                     51,                0.45635,                0.58001,                0.39493,                0.83461,                 0.9032,                0.86417,                 0.9247,                 0.7117,                0.87883,                0.83529,                0.89834,                0.69291,                0.75837,                  1.386,                0.56108,                 1.0034,             0.00054481,             0.00054481,             0.00054481
                     52,                0.42202,                0.56152,                0.37623,                0.83926,                0.82648,                0.88398,                0.90979,                0.69785,                0.85853,                0.84848,                0.90754,                0.68705,                0.78409,                 1.3515,                0.57342,                 1.0116,             0.00052712,             0.00052712,             0.00052712
                     53,                0.45385,                0.56971,                0.39886,                0.84269,                0.85958,                0.88601,                0.91634,                0.70588,                0.89599,                0.82842,                0.90149,                0.69639,                0.76191,                 1.4583,                0.55751,                  1.018,             0.00050944,             0.00050944,             0.00050944
                     54,                0.44488,                0.55812,                0.37607,                0.84635,                0.90054,                0.91819,                  0.952,                 0.7548,                0.96436,                0.84609,                0.92623,                0.73773,                0.74874,                  1.522,                0.52486,                 1.0083,             0.00049175,             0.00049175,             0.00049175
                     55,                0.44924,                0.58523,                0.38372,                0.83827,                0.95766,                0.85419,                0.94006,                0.75363,                0.94969,                 0.8467,                0.91876,                0.73483,                0.75699,                 1.5135,                0.53662,                 1.0056,             0.00047407,             0.00047407,             0.00047407
                     56,                0.47312,                0.65735,                0.40912,                 0.8411,                0.94722,                0.86278,                0.92598,                0.74865,                0.98726,                0.82004,                0.90759,                0.72767,                0.76966,                  1.507,                0.57697,                  1.002,             0.00045639,             0.00045639,             0.00045639
                     57,                0.46909,                0.62158,                0.40545,                0.84505,                0.97156,                0.82033,                0.92147,                0.74084,                0.97331,                0.81579,                0.90212,                0.72748,                0.75624,                 1.4491,                0.57537,                0.99343,              0.0004387,              0.0004387,              0.0004387
                     58,                0.45212,                0.59053,                0.37443,                0.83034,                0.95908,                 0.8196,                0.92253,                0.74142,                0.95908,                 0.8196,                0.91718,                0.73648,                0.74174,                 1.3592,                0.55192,                0.98332,             0.00042102,             0.00042102,             0.00042102
                     59,                0.45656,                0.59721,                 0.3954,                 0.8376,                 0.9514,                0.80642,                0.92248,                0.74704,                 0.9514,                0.80642,                0.91754,                0.73403,                0.73812,                  1.301,                0.54377,                0.98978,             0.00040334,             0.00040334,             0.00040334
                     60,                0.43534,                0.58463,                0.37569,                0.83766,                0.83213,                0.90414,                0.92143,                0.73319,                0.88422,                0.85352,                0.92005,                0.72029,                0.76386,                 1.2896,                0.56747,                 1.0013,             0.00038565,             0.00038565,             0.00038565
                     61,                0.43884,                0.58992,                0.38782,                0.83598,                 0.8447,                0.91397,                0.92112,                0.72762,                0.83706,                 0.9064,                 0.9196,                 0.7129,                0.76497,                 1.3007,                0.58752,                 1.0026,             0.00036797,             0.00036797,             0.00036797
                     62,                0.42547,                0.58616,                0.36308,                0.83843,                0.87941,                0.87879,                0.91637,                0.71754,                0.85601,                0.85367,                0.89223,                0.70716,                0.76543,                 1.2935,                0.61093,                0.99899,             0.00035028,             0.00035028,             0.00035028
                     63,                0.42744,                0.56341,                0.35987,                0.83229,                0.87379,                0.89257,                0.91858,                0.71662,                0.91289,                0.80376,                0.88911,                0.70105,                0.75252,                 1.3123,                0.60889,                0.99636,              0.0003326,              0.0003326,              0.0003326
                     64,                0.42144,                0.57863,                0.36928,                0.83706,                0.86523,                0.90019,                0.91489,                0.72916,                0.93458,                0.80484,                0.89367,                0.71368,                0.74178,                  1.315,                0.56821,                 1.0044,             0.00031492,             0.00031492,             0.00031492
                     65,                 0.4053,                0.58181,                0.35913,                0.83587,                0.85235,                0.88353,                0.90672,                0.71954,                0.91976,                0.79306,                0.88099,                 0.6979,                0.75203,                 1.3531,                 0.5673,                 1.0214,             0.00029723,             0.00029723,             0.00029723
                     66,                0.40469,                0.54566,                0.35584,                0.82938,                0.84607,                0.89205,                0.90436,                 0.7269,                0.81576,                0.85951,                0.87552,                0.69512,                0.75776,                 1.3767,                0.55195,                 1.0281,             0.00027955,             0.00027955,             0.00027955
                     67,                0.41072,                0.56665,                0.36226,                0.83096,                0.87307,                0.89793,                0.91991,                0.73821,                0.88502,                0.83882,                0.89059,                0.71163,                0.75133,                 1.3629,                0.54136,                 1.0225,             0.00026186,             0.00026186,             0.00026186
                     68,                0.40603,                0.55105,                 0.3426,                0.82625,                0.88676,                0.87758,                0.92343,                0.72466,                 0.8556,                0.84489,                0.89331,                0.70341,                0.75041,                 1.3469,                0.55942,                 1.0145,             0.00024418,             0.00024418,             0.00024418
                     69,                0.40214,                0.53183,                0.34395,                0.82696,                0.88558,                0.88705,                0.92328,                 0.7349,                0.86235,                0.86205,                0.90506,                0.72529,                0.74351,                 1.3075,                0.54954,                 1.0047,              0.0002265,              0.0002265,              0.0002265
                     70,                0.40587,                0.56057,                0.33801,                0.82298,                0.90115,                 0.8905,                0.93047,                0.75061,                0.88536,                0.87302,                0.91763,                0.73964,                 0.7266,                 1.2312,                0.52275,                0.99945,             0.00020881,             0.00020881,             0.00020881
                     71,                0.43692,                0.60604,                 0.3544,                 0.8274,                0.88989,                0.90828,                0.92642,                0.74931,                0.87446,                 0.8908,                0.91343,                 0.7361,                0.71813,                 1.2114,                0.51505,                0.99818,             0.00019113,             0.00019113,             0.00019113
                     72,                0.41589,                0.57099,                 0.3341,                0.81656,                0.89397,                0.91942,                0.93222,                0.75476,                0.87691,                0.90657,                0.93075,                0.74663,                0.69799,                 1.1805,                0.51307,                 0.9925,             0.00017344,             0.00017344,             0.00017344
                     73,                0.43319,                 0.6541,                0.33726,                0.81652,                0.90056,                0.91919,                0.93985,                0.76922,                0.88531,                0.90165,                0.92676,                0.75279,                0.68915,                 1.1779,                0.49957,                0.98876,             0.00015576,             0.00015576,             0.00015576
                     74,                0.42078,                0.56953,                0.31849,                0.82946,                0.90462,                0.93348,                 0.9467,                0.77723,                0.88934,                0.91593,                0.94539,                0.74984,                0.69729,                 1.1808,                0.49111,                0.99611,             0.00013808,             0.00013808,             0.00013808
                     75,                0.40728,                0.59493,                0.31854,                0.80326,                0.94048,                0.90554,                0.95103,                0.77025,                 0.9337,                0.88407,                0.93775,                0.73904,                0.71246,                 1.1931,                0.47027,                 1.0028,             0.00012039,             0.00012039,             0.00012039
                     76,                0.39326,                0.55054,                0.31374,                0.81554,                0.94471,                0.90047,                0.94755,                0.75596,                0.93087,                0.88397,                0.93098,                0.73183,                0.73163,                 1.2184,                0.47055,                  1.009,             0.00010271,             0.00010271,             0.00010271
                     77,                0.40614,                 0.5612,                0.30818,                0.82154,                0.94722,                 0.9013,                0.94669,                0.75483,                0.92012,                0.87387,                0.91398,                0.73578,                0.73465,                 1.2241,                0.46693,                 1.0093,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     78,                0.39596,                0.56396,                0.30564,                0.81247,                0.94937,                0.89262,                0.94819,                 0.7571,                0.92086,                0.86521,                0.91592,                 0.7365,                0.73336,                 1.2394,                0.46683,                 1.0058,             6.7342e-05,             6.7342e-05,             6.7342e-05
                     79,                0.38862,                0.57235,                0.30476,                0.81878,                0.93028,                0.90152,                0.95194,                0.76065,                0.90526,                0.87387,                0.91943,                0.73746,                0.72728,                  1.239,                 0.4634,                 1.0044,             4.9658e-05,             4.9658e-05,             4.9658e-05
                     80,                0.39605,                0.56334,                0.30286,                0.81189,                0.92772,                0.91335,                0.95249,                0.75693,                0.90056,                0.87387,                0.91598,                0.73765,                 0.7271,                 1.2303,                0.46698,                 1.0073,             3.1974e-05,             3.1974e-05,             3.1974e-05
